Geneid,SingleDST_18,SingleDST_20,SingleDST_22,Listeria_58,Listeria_61,Listeria_62,Listeria_66,Naive_11,Naive_16,Naive_38,Naive_56,Naive_82,Naive_85,Tolerant_34,Tolerant_36,Tolerant_68,Tolerant_70,Tolerant_72
ENSMUSG00000103757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000102552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00002074919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000103365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000094294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102966,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000053211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000069053,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ENSMUSG00000101036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101666,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000056673,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
ENSMUSG00000075874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00002076920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000069049,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000099876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068457,2,0,0,0,2,1,0,0,0,2,0,0,1,0,2,0,0,0
ENSMUSG00000069045,0,1,1,0,1,0,0,2,0,1,0,0,1,1,0,0,1,2
ENSMUSG00000101059,11,2,6,9,9,3,3,9,8,6,2,9,5,10,7,13,7,20
ENSMUSG00000099809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000069044,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
ENSMUSG00000077793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101443,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000000103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000099614,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000099973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00002075837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000069036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101064,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000095573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100700,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
ENSMUSG00000101066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ENSMUSG00000094658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000118362,2,8,0,1,0,0,0,48,0,10,0,0,0,0,7,0,0,38
ENSMUSG00000047161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000058064,406,237,201,202,262,269,181,355,235,257,139,124,240,306,226,367,280,238
ENSMUSG00000089454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043223,20,15,13,12,19,28,7,25,13,14,15,22,6,6,5,24,8,18
ENSMUSG00002076444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00002076050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000063628,527,485,223,441,497,773,419,87,105,88,65,84,76,639,460,641,530,450
ENSMUSG00000024304,0,1,5,0,0,0,0,1,3,1,0,0,0,8,0,0,0,2
ENSMUSG00000085575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086095,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082608,7,6,2,0,6,1,5,11,6,14,1,0,2,1,3,0,1,3
ENSMUSG00000087170,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000077305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00002076623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117460,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0
ENSMUSG00000117615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0
ENSMUSG00000117491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000048799,2061,2607,2328,3513,1791,2642,1629,2273,3876,2362,3046,2138,3233,2320,2801,2116,2329,2195
ENSMUSG00000117439,0,0,1,0,1,0,0,0,0,4,0,0,0,3,0,0,0,2
ENSMUSG00002076588,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117574,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
ENSMUSG00000117378,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117636,2,0,1,0,0,0,1,0,0,0,2,0,0,2,0,0,2,1
ENSMUSG00000117407,1,4,1,1,4,3,0,2,1,3,0,0,2,2,7,2,1,1
ENSMUSG00002075071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00002076979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000073563,1287,1721,1959,2516,1863,1667,1710,1596,1608,1431,1238,852,1738,3606,3670,1900,2001,1370
ENSMUSG00000069376,5,11,8,2,11,3,1,0,1,1,5,0,8,25,5,2,4,7
ENSMUSG00000117769,0,0,2,4,0,1,4,3,6,0,0,0,1,1,2,3,2,2
ENSMUSG00000096982,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000117881,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000118103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0
ENSMUSG00000118154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000118307,2,0,2,4,3,5,2,2,0,0,2,1,0,1,0,3,2,5
ENSMUSG00000118120,0,0,0,0,0,0,0,1,0,0,0,0,0,0,39,0,0,1
ENSMUSG00000117825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000118063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059898,0,0,0,0,0,0,0,0,2,0,0,0,0,0,207,0,0,2
ENSMUSG00000052713,0,1,24,10,1,0,18,47,1,89,2,68,4,0,0,5,55,0
ENSMUSG00000096948,22,0,3,4,15,0,13,10,7,16,0,14,3,3,6,13,3,18
ENSMUSG00000084521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000088227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000092702,3,3,1,1,4,1,3,0,0,5,0,1,0,3,23,1,3,30
ENSMUSG00000098119,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ENSMUSG00000098007,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0
ENSMUSG00000118348,3,0,0,0,0,1,0,1,2,2,2,2,0,2,0,0,0,3
ENSMUSG00000118141,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00002076978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098141,7,8,11,4,7,13,3,12,4,0,8,0,1,6,2,3,7,7
ENSMUSG00002075198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000088440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00002075430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000118137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001700,14885,13271,12750,4568,3692,8080,3737,24476,31676,17348,25835,25420,36550,3058,2287,3453,9468,2781
ENSMUSG00000024331,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62,0,0,0
ENSMUSG00000044322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
ENSMUSG00000034774,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0
ENSMUSG00000069441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000061928,0,0,1,0,2,0,1,2,1,0,0,0,3,0,0,1,1,0
ENSMUSG00000053644,26,57,260,461,333,404,143,205,254,221,266,436,89,122,215,220,323,441
ENSMUSG00000118186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099196,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000001804,4,1,4,0,1,3,1,2,3,0,1,3,2,0,47,1,3,3
ENSMUSG00000117480,1,0,0,0,2,0,0,0,0,0,0,0,0,11,0,0,0,0
ENSMUSG00000008301,4682,4526,2919,4078,4076,5453,3067,3748,3623,2493,3583,3943,4567,6551,6273,5233,5721,5160
ENSMUSG00000032900,0,0,1,0,12,0,0,0,0,10,0,1,0,0,0,0,0,0
ENSMUSG00000117812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000118153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000118275,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000024590,173,141,69,343,113,208,237,318,294,364,389,66,281,43,4,158,267,190
ENSMUSG00000032656,40,3,80,133,66,60,44,42,169,69,100,95,129,8,82,15,91,3
ENSMUSG00000056632,4,1,2,1,1,0,0,2,1,28,0,2,7,3,6,0,3,1
ENSMUSG00000087597,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
ENSMUSG00000117917,5,2,1,6,4,5,1,6,2,4,1,0,4,4,9,7,1,33
ENSMUSG00000117627,0,0,0,2,4,2,0,1,0,0,3,0,0,0,2,2,0,2
ENSMUSG00000024592,539,828,515,970,622,1305,837,561,787,448,601,760,703,2375,893,1186,1169,768
ENSMUSG00000118050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000118177,6,8,6,0,23,7,8,8,0,2,5,4,0,2,1,8,7,11
ENSMUSG00000044393,4,3,7,0,2,3,4,8,8,2,1,0,4,116,4,3,1,5
ENSMUSG00000085595,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000061808,0,0,0,1,2,1,0,1,0,0,0,1,0,1,1,0,0,0
ENSMUSG00000091449,1394,1298,1054,827,1259,1281,873,1806,1576,1444,947,1426,1436,955,1114,1634,1359,1089
ENSMUSG00000056124,1,0,0,1,1,0,0,46,117,54,44,32,61,0,0,0,0,1
ENSMUSG00000024593,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
ENSMUSG00000118230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0
ENSMUSG00000118343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0
ENSMUSG00000117802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000024594,708,1350,550,883,857,1338,674,944,1179,1081,690,897,1229,1029,867,812,1629,1757
ENSMUSG00000086607,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117864,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7,0,2
ENSMUSG00000069372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000033382,2029,2347,3136,2180,1109,1249,1822,1625,2296,1554,2135,1715,2639,2177,2593,1428,1319,1845
ENSMUSG00002076630,38,22,64,14,34,2,18,34,7,25,11,9,6,62,38,59,13,68
ENSMUSG00000058925,0,0,0,0,0,0,8,0,11,6,27,44,24,0,0,0,0,0
ENSMUSG00000118322,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
ENSMUSG00000033107,3261,2467,3214,1806,1210,2458,1029,1821,3966,3547,2469,2112,1983,1397,861,633,1447,2344
ENSMUSG00000088776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSMUSG00002074848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000118391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000024597,586,186,425,188,72,558,519,273,187,258,248,116,304,177,982,202,280,594
ENSMUSG00000024317,9383,7913,10100,6522,3367,5995,3154,3671,9234,3661,6811,5869,6837,4882,4203,5168,6361,3200
ENSMUSG00000024313,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000062962,17,10,14,2,11,8,8,13,8,13,12,4,9,14,22,11,13,20
ENSMUSG00000042680,0,0,0,0,0,2,0,0,1,3,0,0,0,3,4,0,0,1
ENSMUSG00000119849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117357,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000119907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000117386,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,2
ENSMUSG00000024598,2,3,3,0,3,10,0,3,2,6,2,1,0,14,22,5,4,9
ENSMUSG00002076821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000042514,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0
ENSMUSG00000024600,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043168,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSMUSG00000077243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000024601,2552,2768,1938,1986,1184,2464,1168,2335,2973,2482,3268,2689,3633,1431,2072,1439,2073,2748
ENSMUSG00000118337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000053441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSMUSG00000024306,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000050875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000058152,0,0,0,0,0,0,0,0,0,0,3,0,0,39,4,0,0,0
ENSMUSG00000098287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
ENSMUSG00002076257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000118327,17,7,12,1,4,5,3,22,4,15,4,3,10,12,12,14,9,7
ENSMUSG00000117701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117999,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSMUSG00002075688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000118538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000073555,206,266,165,111,2,116,110,3975,764,607,106,7,526,50,193,45,67,78
ENSMUSG00000085977,1,0,0,0,0,3,0,105,0,0,0,0,28,0,0,0,0,0
ENSMUSG00000068606,345,223,295,38,97,184,138,310,183,86,6,0,111,0,7,277,92,94
ENSMUSG00000118361,0,0,0,47,6,62,19,235,0,0,0,0,0,0,1,54,16,0
ENSMUSG00000090942,1,71,34,72,390,134,223,425,71,49,0,0,8,0,18,248,6,1
ENSMUSG00000118051,0,0,0,0,0,0,0,34,0,0,0,0,35,0,0,0,0,0
ENSMUSG00000045215,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
ENSMUSG00000054072,3019,2406,1419,3149,2856,6570,4173,11447,5596,4759,3085,3128,5232,1712,1739,2850,1947,1148
ENSMUSG00000073554,0,0,1,2,3,0,0,0,0,0,0,0,2,0,1,0,4,3
ENSMUSG00000063388,1,9,56,0,0,42,12,19,34,0,8,24,0,0,133,0,0,0
ENSMUSG00000038059,99,234,108,729,374,742,299,132,35,65,155,127,323,502,895,90,726,646
ENSMUSG00000024603,1992,2060,1709,1135,1194,1902,1205,1673,2153,1659,1989,739,1823,2865,1953,1731,1970,2180
ENSMUSG00000041923,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0
ENSMUSG00000077680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117475,0,3,0,0,5,2,0,1,0,0,1,0,0,3,4,3,2,3
ENSMUSG00000024604,1900,2488,3001,3483,2030,2159,2540,2269,3835,2774,3103,3005,3544,3417,1667,2460,2376,3289
ENSMUSG00000049173,0,0,0,0,0,0,0,1,1,2,0,0,2,0,4,0,1,0
ENSMUSG00000043079,387,511,104,640,541,489,537,28,25,79,2,1,43,959,1104,529,521,1097
ENSMUSG00000054008,231,171,77,253,159,241,315,330,162,729,208,52,425,625,503,220,194,540
ENSMUSG00000024608,74437,70200,68531,44734,61424,64923,38752,78580,62972,65629,41898,43611,59922,70298,96902,90218,73327,80933
ENSMUSG00000080779,79,71,40,22,26,43,27,73,76,46,26,34,61,53,87,45,56,53
ENSMUSG00000024302,0,2,6,0,2,0,0,0,0,0,0,0,0,87,6,5,0,0
ENSMUSG00000024610,1819,2728,3240,9618,567,5873,9111,55224,43552,18327,27870,60008,58776,818,7743,11652,2925,5835
ENSMUSG00000093327,3,9,0,4,0,0,2,5,18,16,23,20,32,0,3,5,0,21
ENSMUSG00000114088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000024277,3551,3577,2696,3863,3392,4085,2922,998,1581,645,858,902,1125,3010,3098,4011,4043,3401
ENSMUSG00000098607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000089290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
ENSMUSG00000117504,122,55,37,54,66,53,42,108,70,90,34,42,30,58,85,93,84,114
